2022-04-11 19:53:49,もーやおーらんど,待機
2022-04-11 19:54:04,てぃろ,待機
2022-04-11 19:54:13,ぼよと,待機
2022-04-11 19:54:25,ぐりを / guriwo,待機　さよなら絵梨は読んだんかな？
2022-04-11 19:56:15,北澤シャモたろう,待機
2022-04-11 19:56:51,文,最終回(最後とは言ってない)
2022-04-11 19:56:51,苔モス,待機
2022-04-11 19:57:17,宇津田詩瑙,待機
2022-04-11 19:58:32,そーたん,待機
2022-04-11 19:58:46,せとぎわ,待機
2022-04-11 19:58:49,LOGE,コンソメパンチ待機列はこちらでーす
2022-04-11 19:58:53,魚占,待機
2022-04-11 19:59:21,ヨツカド,待機
2022-04-11 19:59:33,ふぉくたぬ,待機
2022-04-11 19:59:36,ばら,待機
2022-04-11 19:59:41,水猫,待機
2022-04-11 19:59:43,おこめのある生活,待機
2022-04-11 19:59:53,ポンジュ,待機
2022-04-11 19:59:57,ふじしろけい,待機
2022-04-11 19:59:59,bbd,待機〜
2022-04-11 20:00:02,⁂みのる⁂,待機
2022-04-11 20:00:09,とめラー提督,待機
2022-04-11 20:00:29,クモザブロー,待機
2022-04-11 20:00:29,牛丼屋の常連,待機
2022-04-11 20:00:42,ヤマ,たいきー
2022-04-11 20:00:47,80式,待機
2022-04-11 20:00:53,真尋,サムネの勢いすこ
2022-04-11 20:01:22,くるみ団子,待機
2022-04-11 20:01:33,うん、小判,待機
2022-04-11 20:01:43,青身切身うまうま,待機
2022-04-11 20:01:43,CKハーマン,藤本タツキ？
2022-04-11 20:01:58,チョコのKの二乗,待機
2022-04-11 20:02:05,KH K,待機
2022-04-11 20:02:17,djokovic games,みんな偉い夢持ってていいなア！！ ...
2022-04-11 20:02:23,クロニノ,息根デンジや
2022-04-11 20:02:26,はらだいこ,待機
2022-04-11 20:02:31,深海生物,待機
2022-04-11 20:02:36,苔モス,エルデンやってる？
2022-04-11 20:02:41,イカノウェスト,待機
2022-04-11 20:02:41,DLR瀬戸口,穀はサムネで隠したほうがいい
2022-04-11 20:02:44,ヤマ.パンダ,待機
2022-04-11 20:02:52,oni oniman,サムネ草
2022-04-11 20:03:20,rara_kiki,チェーンソーマンってことだけはわかる
2022-04-11 20:03:20,さいおうが旨っ,チェーンソーマン？
2022-04-11 20:03:21,深海生物,爆発オチになりそうなサムネ
2022-04-11 20:03:36,亀,スパチャオフになってますよ
2022-04-11 20:03:38,けつあご,ポリスからの電話も気になる
2022-04-11 20:03:39,djokovic games,俺は軽～い気持ちでとめるのファンになったけどよぉ この生活続ける為だったら死んでもいいぜ
2022-04-11 20:03:41,亀,こんとめ
2022-04-11 20:03:48,文,誰が生姜焼きになるんですかね
2022-04-11 20:04:07,ふぉくたぬ,こんとめ〜
2022-04-11 20:04:09,深海生物,スパチャoffとかひどい・・・投げさせて・・・
2022-04-11 20:04:09,チョコのKの二乗,こんとめー
2022-04-11 20:04:10,djokovic games,みんな偉い夢持ってていいなァ！！じゃあ夢バトルしようぜ！夢バトル！！
2022-04-11 20:04:11,青身切身うまうま,こんとめー
2022-04-11 20:04:11,y y,こんとめ
2022-04-11 20:04:14,SJW,こんとめー
2022-04-11 20:04:15,末広 冠 / Crown509,遅刻？
2022-04-11 20:04:15,クモザブロー,こんとめー
2022-04-11 20:04:16,ぐりを / guriwo,こんとめー
2022-04-11 20:04:18,太田幼女,こんとめ！！！！！
2022-04-11 20:04:18,てぃろ,こんとめー！
2022-04-11 20:04:18,るりえ,こんとめー
2022-04-11 20:04:18,rara_kiki,ボイパでOP
2022-04-11 20:04:19,金太郎,こんとめー
2022-04-11 20:04:20,北澤シャモたろう,こんとめー
2022-04-11 20:04:19,ぼよと,こんとめー
2022-04-11 20:04:20,けつあご,ﾃﾃﾃﾝ
2022-04-11 20:04:20,ヤマ.パンダ,なるほど。エルデンの流れでスパチャオフのままか
2022-04-11 20:04:21,歩木ポエ太,こんとめー
2022-04-11 20:04:21,なー＊,こんとめー！
2022-04-11 20:04:21,博多の拳王!,こんとめ
2022-04-11 20:04:21,櫻咲,こんとめー
2022-04-11 20:04:21,コウヘイ(カワダ・コウヘイ),こんとめ～～～～～～～～～～～～～～～～～
2022-04-11 20:04:21,そーたん,こんとめー
2022-04-11 20:04:21,ヤマ,こんとめー
2022-04-11 20:04:21,スマイル,こんとめー
2022-04-11 20:04:22,Vおじ,こんとめ！
2022-04-11 20:04:22,ましまし_,こんとめ
2022-04-11 20:04:22,せとぎわ,こんとめー
2022-04-11 20:04:23,文,こんとめー
2022-04-11 20:04:23,かぼちゃいぬ,こんとめ
2022-04-11 20:04:23,にーと72,こんとめー
2022-04-11 20:04:24,深海生物,こんとめー
2022-04-11 20:04:24,子牛リーマン,こんとめー
2022-04-11 20:04:24,ささめん,こんとめぇ～！
2022-04-11 20:04:24,かっぱっぽいの,こんとめぇ
2022-04-11 20:04:25,ポンジュ,こんとめー
2022-04-11 20:04:26,ぺぺ,こんとめー
2022-04-11 20:04:26,ヨツカド,こんとめー
2022-04-11 20:04:26,tanikami,こんとめー
2022-04-11 20:04:26,おこめのある生活,こんとめーー
2022-04-11 20:04:26,やさい,こんとめー
2022-04-11 20:04:26,けつあご,こんとめー
2022-04-11 20:04:26,サニブ,こんとめー
2022-04-11 20:04:26,暇人,こんとめ
2022-04-11 20:04:28,シズレ,こんとめー
2022-04-11 20:04:28,すてぃいぶ,こんとめー
2022-04-11 20:04:28,80式,こんとめ～
2022-04-11 20:04:28,宇津田詩瑙,こんとめー
2022-04-11 20:04:28,LOGE,コンソメパンチ！！！！！今日もハジケた配信を待ってた！！！！！！！
2022-04-11 20:04:29,牛丼屋の常連,こんとめー！
2022-04-11 20:04:29,⁂みのる⁂,こんとめー
2022-04-11 20:04:29,水猫,こんとめー
2022-04-11 20:04:29,もーやおーらんど,こんとめー
2022-04-11 20:04:30,Alex,こんとめ
2022-04-11 20:04:31,クロヘビ局長,こんとめ
2022-04-11 20:04:31,KONA,こんとめぇ
2022-04-11 20:04:31,イカノウェスト,こんとめー
2022-04-11 20:04:32,林啓太,こんとめぇ
2022-04-11 20:04:32,りずやま,こんとめ
2022-04-11 20:04:32,空太郎,/
2022-04-11 20:04:33,シズレ,草
2022-04-11 20:04:33,ren too,こんとめー
2022-04-11 20:04:33,ヤマ.パンダ,こんとめ
2022-04-11 20:04:33,こぎつね,こんとめー
2022-04-11 20:04:34,ヤス,こんとめー
2022-04-11 20:04:34,コウヘイ(カワダ・コウヘイ),テンション低いねぇ
2022-04-11 20:04:35,太田幼女,ぶんぶん！！！
2022-04-11 20:04:35,ましまし_,元気ないじゃん
2022-04-11 20:04:36,bbd,とめキン
2022-04-11 20:04:36,valdy jack,こんとめ
2022-04-11 20:04:36,シロン,こんとめ～
2022-04-11 20:04:37,よしを,こんとめー
2022-04-11 20:04:37,博多の拳王!,パクるな
2022-04-11 20:04:37,キチア,こんとめー
2022-04-11 20:04:38,かぼちゃいぬ,トメキン
2022-04-11 20:04:38,ふぉくたぬ,Youtubeに挨拶できてえらい
2022-04-11 20:04:38,北澤シャモたろう,トメキンさん！？
2022-04-11 20:04:38,るりえ,感情のこもってないブンブンだな
2022-04-11 20:04:38,クモザブロー,TOMEKIN!?
2022-04-11 20:04:39,銀次,こんとめー
2022-04-11 20:04:40,a m,こんとめー
2022-04-11 20:04:40,まっぷりん,こんとめー
2022-04-11 20:04:40,うん、小判,こんとめー
